No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
677,SFAN,Surya Fajar Capital Tbk.,--U-2105000000G511------------,1880,0,09 Jan 2023,0,1880,1870,1875,-5,605200,1136338000,143,997.3,1875,20400,1870,20700,1359934021,1359934021,464825448,3500,6400,0,0,0
678,SGER,Sumber Global Energy Tbk.,--M-2135400000A122------------,605,0,09 Jan 2023,0,610,590,595,-10,13809100,8217901000,374,1221.2,600,12000,595,3300,3727301685,3727301685,834542829,16200,3500,0,0,0
679,SGRO,Sampoerna Agro Tbk.,--U-1135000000D232------------,2080,0,09 Jan 2023,0,2120,2000,2100,20,122400,251629000,96,89.7,2100,179900,2080,1100,1818622000,1818622000,551042466,0,0,0,0,0
680,SHID,Hotel Sahid Jaya International Tbk.,--U-2135000000E512------------,2440,0,09 Jan 2023,0,2450,2340,2340,-100,3633500,8807942000,659,108.7,2340,9200,2330,75000,1119326168,1119326168,161071036,396900,12100,0,0,0
681,SHIP,Sillo Maritime Perdana Tbk.,--M-1135000000A112------------,920,0,09 Jan 2023,0,950,920,935,15,30900,28787500,45,667.9,940,156900,935,53700,2719790000,2500000000,497993549,0,0,30000,30450000,1
682,SICO,Sigma Energy Compressindo Tbk.,--U-2130000000A132------------,146,0,09 Jan 2023,0,149,143,145,-1,1246600,181490800,450,63,146,10600,145,2100,910035057,910035057,276286119,3100,1300,0,0,0
683,SIDO,Industri Jamu dan Farmasi Sido Muncul Tbk.,--M-1KAEMNG000F211------------,745,0,09 Jan 2023,0,750,725,730,-15,20380000,14962816000,4896,252.6,735,227700,730,3700,30000000000,30000000000,6717000000,4259900,147700,0,0,0
684,SILO,Siloam International Hospitals Tbk.,--M-11G5006000F121------------,1275,0,09 Jan 2023,0,1275,1260,1270,-5,473600,599916000,232,115.5,1270,28200,1265,37500,13006125000,13006125000,1982133450,232100,419800,0,0,0
685,SIMA,Siwani Makmur Tbk,--U-2100000000B131-E-L---Y---X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,6.4,0,0,0,0,442589871,442589871,363100730,0,0,0,0,0
686,SIMP,Salim Ivomas Pratama Tbk.,--M-1135000000D232------------,410,0,09 Jan 2023,0,420,410,410,0,413200,171380400,121,37.3,412,145900,410,158800,15816310000,15816310000,2848517431,0,0,0,0,0
687,SINI,Singaraja Putra Tbk.,--U-2130000000C121------------,1325,0,09 Jan 2023,0,1655,1325,1655,330,8360700,13064552500,5343,1532.4,0,0,1655,1256300,481000000,481000000,144300000,52900,170900,0,0,0
688,SIPD,Sreeya Sewu Indonesia Tbk.,--U-2135000000D231------------,1400,0,09 Jan 2023,0,1390,1390,1390,-10,100,139000,1,1.5,1390,9900,1320,100,1339102579,1339102579,161094040,0,0,0,0,0
689,SKBM,Sekar Bumi Tbk.,--U-2130000000D222------------,372,0,09 Jan 2023,0,378,370,376,4,10300,3812600,4,327,376,100,372,900,1730103217,1730103217,333217880,0,0,0,0,0
690,SKLT,Sekar Laut Tbk.,--U-2135000000D222-----------X,1950,0,09 Jan 2023,0,0,0,1950,0,0,0,0,163.3,1950,31700,1850,200,690740500,690740500,138700692,0,0,0,0,0
691,SKRN,Superkrane Mitra Utama Tbk.,SSU-2135000000C141------------,452,0,09 Jan 2023,0,480,436,474,22,285000,132027400,166,338.6,476,5100,474,4200,7500000000,7494000000,717750000,0,7200,0,0,0
692,SKYB,Northcliff Citranusa Indonesia Tbk.,--U-2100000000I131---L---Y---X,51,0,09 Jan 2023,0,0,0,51,0,0,0,0,13.6,0,0,0,0,585000000,585000000,229612500,0,0,0,0,0
693,SLIS,Gaya Abadi Sempurna Tbk.,--U-2130000000E742------------,270,0,09 Jan 2023,0,278,266,268,-2,27976800,7584746400,3439,233,268,211700,266,1490100,2000000000,2000000000,565000000,1542200,629800,0,0,0
694,SMAR,Smart Tbk.,--U-2105000000D232------------,4980,0,09 Jan 2023,0,5000,4950,5000,20,28800,143175000,39,1652,4990,2200,4960,1200,2872193366,2872193366,216850599,100,0,0,0,0
695,SMBR,Semen Baturaja (Persero) Tbk.,--M-1135051000B121------------,388,0,09 Jan 2023,0,394,378,384,-4,2292400,886030400,537,68.6,386,12700,384,60500,9932534336,9932534336,1648800700,0,0,0,0,0
696,SMCB,Solusi Bangun Indonesia Tbk.,--U-1135000000B121------------,1400,0,09 Jan 2023,0,1410,1395,1410,10,1511200,2115719500,176,1702.9,1405,500,1400,9200,9019381973,9019381973,108232584,2200,6500,0,0,0
697,SMDM,Suryamas Dutamakmur Tbk.,--U-2130000000H111------------,174,0,09 Jan 2023,0,176,165,167,-7,2764100,467865500,474,21.2,170,20000,167,302000,4772138237,4772138237,161298272,393300,0,0,0,0
698,SMDR,Samudera Indonesia  Tbk.,--M-1839F63000K211------------,1840,0,09 Jan 2023,0,1925,1840,1890,50,3519000,6652680500,1662,7584.9,1895,70800,1890,5700,3275120000,3275120000,796836696,487700,1025700,0,0,0
699,SMGR,Semen Indonesia (Persero) Tbk.,--MO1XNVV56000B121------------,7075,7100,09 Jan 2023,7125,7200,7050,7175,100,12906600,91954687500,4329,2506,7175,450300,7150,2700,6751540089,6751540089,3014925711,6800800,3582400,60307,429264844,12
700,SMKL,Satyamitra Kemas Lestari Tbk.,--U-1135000000B131------------,246,0,09 Jan 2023,0,252,232,242,-4,230900,54883400,100,125.4,246,1000,242,2000,3418085290,3418085290,526043326,0,0,0,0,0
701,SMKM,Sumber Mas Konstruksi Tbk.,--U-3000000000J211------------,630,0,09 Jan 2023,0,645,630,640,10,470000,299977500,121,242.4,640,29800,630,4700,1253000000,1253000000,0,301700,274000,0,0,0
702,SMMA,Sinarmas Multiartha Tbk.,--U-1100000000G511------------,12150,0,09 Jan 2023,0,12550,11800,12550,400,6400,78695000,26,935.5,12475,100,11500,100,6367664717,6367664717,2540698222,1800,6200,23740495,250198459083,47
703,SMMT,Golden Eagle Energy Tbk.,--U-2135000000A121------------,640,0,09 Jan 2023,0,640,605,615,-25,1263300,782831500,352,1438.8,615,38900,610,98700,3150000000,3150000000,511245000,500,1000,0,0,0
704,SMRA,Summarecon Agung Tbk.,--M-183QM23000H111------------,560,0,09 Jan 2023,0,590,565,575,15,27215000,15725238000,1681,975.4,580,11700,575,1078600,16508568358,16508568358,8871704636,6427600,2823600,3694500,2113254000,1
705,SMRU,SMR Utama Tbk.,--U-2100000000A132-----------X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,12.2,0,0,0,0,12499385782,12499385782,4948506831,0,0,0,0,0
706,SMSM,Selamat Sempurna Tbk.,--M-1135006000E111------------,1545,0,09 Jan 2023,0,1570,1535,1555,10,2297300,3563679000,772,4153.4,1560,300,1545,41800,5758675440,5758675440,2357025858,30400,650600,0,0,0
707,SNLK,Sunter Lakeside Hotel Tbk.,--U-2130000000E512------------,695,0,09 Jan 2023,0,710,680,700,5,7464900,5208047000,1512,466.7,700,129500,695,189200,450000000,450000000,181575000,234900,266700,0,0,0
708,SOCI,Soechi Lines Tbk.,--M-1135000000A112------------,176,0,09 Jan 2023,0,178,174,176,0,2984600,524094900,396,32,176,83700,175,119700,7059000000,7059000000,818844000,200000,62200,0,0,0
709,SOFA,Boston Furniture Industries Tbk.,--U-3000000000E211------------,28,0,09 Jan 2023,0,28,27,28,0,124500,3369000,24,28,28,608000,27,264200,1653574499,1653574499,0,0,0,0,0,0
710,SOHO,Soho Global Health Tbk.,--U-1135000000F211------------,5600,0,09 Jan 2023,0,5575,5500,5575,-25,300,1660000,3,306.3,5600,1800,5425,700,1269168239,1269168239,1142251,0,0,0,0,0
711,SONA,Sona Topas Tourism Industry Tbk.,--U-1105000000E731-----------X,4400,0,09 Jan 2023,0,0,0,4400,0,0,0,0,426.7,4400,2600,4100,100,331200000,331200000,25502400,0,0,0,0,0
712,SOSS,Shield On Service Tbk.,--U-2130000000C231------------,400,0,09 Jan 2023,0,440,396,398,-2,72100,29858000,69,144.2,404,900,398,100,663694316,663694316,112429817,0,0,0,0,0
713,SOTS,Satria Mega Kencana Tbk.,--U-2130000000E512------------,320,0,09 Jan 2023,0,328,302,310,-10,1500,472000,13,187.9,310,600,306,100,1000000075,1000000075,256000019,0,0,0,0,0
714,SOUL,Mitra Tirta Buwana Tbk.,--U-3000000000D212------------,99,0,09 Jan 2023,0,90,90,90,-9,3276800,294912000,714,81.8,90,71541600,0,0,1082500000,270000000,0,0,0,0,0,0
715,SPMA,Suparma Tbk.,--M-1135000000B131------------,482,0,09 Jan 2023,0,500,474,474,-8,446100,215223600,145,316.4,486,1000,474,39700,3154092216,3154092216,233087415,0,6300,0,0,0
716,SPTO,Surya Pertiwi Tbk.,--M-1135000000C121------------,545,0,09 Jan 2023,0,555,545,550,5,157900,86958500,65,47.4,555,547500,550,2800,2700000000,2700000000,895320000,15000,0,0,0,0
717,SQMI,Wilton Makmur Indonesia Tbk.,--U-2130000000B143------------,59,0,09 Jan 2023,0,59,55,55,-4,36042200,2003964800,1313,31.3,56,10000,55,6945600,15537591429,15537591429,4339649286,400000,41400,0,0,0
718,SRAJ,Sejahteraraya Anugrahjaya Tbk.,--U-1135000000F121------------,600,0,09 Jan 2023,0,560,560,560,-40,139700,78232000,26,597.6,560,1450400,0,0,12000705445,12000705445,889252273,0,0,0,0,0
719,SRIL,Sri Rejeki Isman Tbk.,--U-2105000000E413ME---------X,146,0,09 Jan 2023,0,0,0,146,0,0,0,0,60.8,0,0,0,0,20452176844,20452176844,7953851575,0,0,0,0,0
720,SRSN,Indo Acidatama Tbk,--U-1100000000B111------------,52,0,09 Jan 2023,0,52,51,52,0,105800,5501000,15,9.5,52,736900,51,378400,6020000000,6020000000,1096844000,0,100000,0,0,0
721,SRTG,Saratoga Investama Sedaya Tbk.,--M-180C9G0000G512------------,2360,0,09 Jan 2023,0,2400,2300,2310,-50,15640100,36722101000,4013,210,2320,35500,2310,1219600,13564835000,13564835000,1610145915,2978900,3574900,5020,13747600,2
722,SSIA,Surya Semesta Internusa Tbk.,--M-1175000000J211------------,260,0,09 Jan 2023,0,266,254,258,-2,13324200,3446996200,1012,105.8,258,693700,256,11600,4705249440,4705249440,3391073271,2109200,177100,0,0,0
723,SSMS,Sawit Sumbermas Sarana Tbk.,--M-1115006000D232------------,1510,0,09 Jan 2023,0,1580,1505,1565,55,17060600,26439949500,1007,233.6,1565,29700,1545,1000,9525000000,9525000000,2709862500,456400,3593200,0,0,0
724,SSTM,Sunson Textile Manufacture Tbk,--U-2130000000E413------------,790,0,09 Jan 2023,0,0,0,790,0,0,0,0,185.9,790,600000,740,100,1170909181,1170909181,159712012,0,0,0,0,0
725,STAA,Sumber Tani Agung Resources Tbk.,--M-1135000000D232------------,1025,0,09 Jan 2023,0,1035,1000,1010,-15,5559800,5659467000,350,168.3,1010,21200,1005,30500,10903372600,10896300600,493922779,1152400,217500,0,0,0
726,STAR,Buana Artha Anugerah Tbk.,--U-1100000000G511------------,139,0,09 Jan 2023,0,0,0,139,0,0,0,0,136.3,138,700,135,500,4800000602,4800000602,3254880408,0,0,0,0,0
727,STTP,Siantar Top Tbk.,--U-2135000000D222------------,7600,0,09 Jan 2023,0,7750,7650,7750,150,10300,79555000,3,4579.6,7800,5200,7125,200,1310000000,1310000000,524000000,0,0,0,0,0
728,SUGI,Sugih Energy Tbk.,--U-2105000000A111---L---Y---X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,64.8,0,0,0,0,24811541414,24811541414,16390504258,0,0,0,0,0
729,SULI,SLJ Global Tbk.,--U-2100000000B151------------,142,0,09 Jan 2023,0,142,133,133,-9,6978700,934275100,577,1.9,133,511600,0,0,4076916802,4076916802,1844397161,0,369100,0,0,0
730,SUNI,Sunindo Pratama Tbk.,--U-1130000000A132------------,300,0,09 Jan 2023,0,344,296,300,0,92484000,28020763200,17425,100,302,265600,300,3562400,2500000000,2500000000,600000000,450000,16496200,500,140000,1
731,SUPR,Solusi Tunas Pratama Tbk.,--U-2135000000J321------------,34000,0,09 Jan 2023,0,0,0,34000,0,0,0,0,1044.2,38500,300,31625,100,1137579698,1137579698,455032,0,0,0,0,0
732,SURE,Super Energy Tbk.,--U-2135000000A111------------,1720,0,09 Jan 2023,0,1705,1705,1705,-15,100,170500,1,1100,1705,500,0,0,1497576771,1497576771,115163654,0,0,0,0,0
733,SWAT,Sriwahana Adityakarta Tbk.,--U-2100000000B152M----------X,50,0,09 Jan 2023,0,50,50,50,0,2100,105000,3,31.3,50,335100,0,0,3019200000,3019200000,332112000,0,0,0,0,0
734,SWID,Saraswanti Indoland Development Tbk.,--U-2130000000H111------------,100,0,09 Jan 2023,0,106,93,99,-1,4990100,498279800,881,49.5,99,93200,98,92100,5385000000,340000000,1109310000,0,20200,0,0,0
735,TALF,Tunas Alfin Tbk.,--U-2100000000B131-----------X,312,0,09 Jan 2023,0,308,302,302,-10,18500,5587600,5,76.5,328,100,302,200,1353435000,1353435000,7579236,0,0,0,0,0
736,TAMA,Lancartama Sejati Tbk.,--U-2130000000J211-----------X,50,0,09 Jan 2023,0,50,50,50,0,5000,250000,3,28.6,50,13319000,0,0,1200000013,1200000013,449640003,0,0,0,0,0
737,TAMU,Pelayaran Tamarin Samudra Tbk.,--U-2135000000A132-----------X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,456.8,50,234800300,0,0,37500000000,37500000000,7500000000,0,0,0,0,0
738,TAPG,Triputra Agro Persada Tbk.,--M-1835M70000D232------------,610,0,09 Jan 2023,0,635,610,625,15,10086500,6325040000,2287,312.5,625,32000,620,536800,19852540000,19847643000,2668181376,421900,463200,20,12500,1
739,TARA,Agung Semesta Sejahtera Tbk.,--U-1100000000H111-----------X,50,0,09 Jan 2023,0,50,50,50,0,100,5000,1,47.2,50,39370800,0,0,10069645750,10069645750,6951076461,0,0,0,0,0
740,TAXI,Express Transindo Utama Tbk.,--U-1130000000K132-----------X,50,0,09 Jan 2023,0,50,50,50,0,263800,13190000,47,8.9,50,237432400,0,0,10223647156,10223647156,6275274624,0,0,3400000,55100000,5
741,TAYS,Jaya Swarasa Agung Tbk.,--U-2130000000D222------------,540,0,09 Jan 2023,0,570,525,560,20,26760100,14755141000,4853,155.6,560,257500,555,4561000,1098920000,1098920000,240333804,1147600,5930600,0,0,0
742,TBIG,Tower Bersama Infrastructure Tbk.,--MO1U475BH000J321------------,2130,2140,09 Jan 2023,2150,2220,2090,2180,50,25652200,55449814000,2734,538.3,2190,206000,2180,100,22656999445,22656999445,5741283659,6303500,5031100,0,0,0
743,TBLA,Tunas Baru Lampung Tbk.,--M-1105000000D222------------,690,0,09 Jan 2023,0,700,685,685,-5,456300,315594500,144,156,690,119500,685,39600,5342098939,5342098939,2157139552,0,0,0,0,0
744,TBMS,Tembaga Mulia Semanan Tbk.,--U-2130000000B142------------,1575,0,09 Jan 2023,0,0,0,1575,0,0,0,0,223.4,1635,100,1575,200,367340000,367340000,25824002,0,0,0,0,0
745,TCID,Mandom Indonesia Tbk.,--U-1135000000D421------------,6225,0,09 Jan 2023,0,6200,6200,6200,-25,500,3100000,4,608.1,6350,300,6200,500,201066667,201066667,29214987,0,0,0,0,0
746,TCPI,Transcoal Pacific Tbk.,--U-2130000000A122------------,7600,0,09 Jan 2023,0,7750,7450,7700,100,12679300,96500177500,2213,5579.7,7700,3900,7675,48000,5000000000,5000000000,1100000000,185400,63300,0,0,0
747,TDPM,Tridomain Performance Materials Tbk.,--U-2105000000B111---L---Y---X,119,0,09 Jan 2023,0,0,0,119,0,0,0,0,52.2,0,0,0,0,10485050500,10485050500,2882340382,0,0,0,0,0
748,TEBE,Dana Brata Luhur Tbk.,--U-1130000000A122------------,805,0,09 Jan 2023,0,810,770,790,-15,332800,261140000,161,72.1,790,5000,785,41500,1285000000,1285000000,420323500,0,12100,0,0,0
749,TECH,Indosterling Technomedia Tbk.,--U-2135000000I121------------,3300,0,09 Jan 2023,0,3300,3110,3200,-100,4166000,13193493000,302,2000,3200,5600,3180,200,1256300000,1256300000,311939290,1700,11000,0,0,0
750,TELE,Omni Inovasi Indonesia Tbk.,--U-2100000000E711-E---------X,50,0,09 Jan 2023,0,50,50,50,0,2700,135000,4,16.1,50,53765100,0,0,7302194889,7302194889,1762749846,0,1000,0,0,0
751,TFAS,Telefast Indonesia Tbk.,--U-2135000000I111------------,3480,0,09 Jan 2023,0,3480,3240,3240,-240,18500,60138000,62,1800,3290,100,0,0,1666666500,1666666500,307666636,0,200,0,0,0
752,TFCO,Tifico Fiber Indonesia Tbk.,--U-2135000000E413-----------X,670,0,09 Jan 2023,0,0,0,670,0,0,0,0,151.8,670,700,0,0,4823076400,4823076400,39549226,0,0,0,0,0
753,TGKA,Tigaraksa Satria Tbk.,--U-2135000000D222------------,7000,0,09 Jan 2023,0,0,0,7000,0,0,0,0,5752.3,7250,12300,7000,1000,918492750,918492750,62916753,0,0,0,0,0
754,TGRA,Terregra Asia Energy Tbk.,--U-1100000000J411----S------X,50,0,09 Jan 2023,0,50,50,50,0,37700,1885000,17,25,50,16098900,0,0,2750000000,2750000000,2169475000,0,0,0,0,0
755,TIFA,KDB Tifa Finance Tbk.,--U-2105000000G211-----------X,430,0,09 Jan 2023,0,430,428,428,-2,800,343400,3,546.2,430,1300,428,5300,3552213000,3552213000,12787967,0,0,0,0,0
756,TINS,Timah Tbk.,--MO1SDRVJS000B146------------,1145,1155,09 Jan 2023,1160,1175,1145,1165,20,10406000,12101012500,1964,595.3,1170,280300,1160,99300,7447753454,7447753454,2603734608,942300,2464400,76,88460,2
757,TIRA,Tira Austenite Tbk,--U-2130000000C211-----------X,408,0,09 Jan 2023,0,416,396,396,-12,3300,1320400,9,177.7,398,900,396,400,588000000,588000000,79321200,0,0,0,0,0
758,TIRT,Tirta Mahakam Resources Tbk,--U-2100000000B151-E---------X,50,0,09 Jan 2023,0,50,50,50,0,19000,950000,21,22.9,50,314700,0,0,1011774750,1011774750,219251588,0,0,0,0,0
759,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,--M-1835F10000B152------------,6975,0,09 Jan 2023,0,7150,6875,6975,0,3035600,21242505000,2712,431.3,6975,38700,6950,5600,3113223570,3113223570,886023428,584400,1410800,20,140500,1
760,TLDN,Teladan Prima Agro Tbk.,--U-1135000000D232------------,585,0,09 Jan 2023,0,580,560,580,-5,171600,98084500,63,100,580,107400,575,1800,12946530200,12946530200,538575656,0,2700,0,0,0
761,TLKM,Telkom Indonesia (Persero) Tbk.,--MO1XNSWWS000J312------------,3710,3730,09 Jan 2023,3740,3790,3730,3790,80,46617800,175289612000,6648,1991.7,3790,795200,3780,100,99062216600,99062216600,47401270643,30174100,29302800,12890999,48197500334,25
762,TMAS,Temas Tbk.,XDU-1135000000K211------------,2030,0,09 Jan 2023,0,2130,2040,2130,100,1504300,3154842000,899,4899,2140,13100,2130,13000,5705150000,5705150000,1027497515,178900,58800,0,0,0
763,TMPO,Tempo Intimedia Tbk.,--U-2130000000E614------------,117,0,09 Jan 2023,0,119,109,115,-2,987200,110236300,213,39.9,114,300,111,111600,1058333250,1058333250,238124981,0,0,0,0,0
764,TNCA,Trimuda Nuansa Citra Tbk.,--U-2130000000K211------------,282,0,09 Jan 2023,0,300,270,270,-12,575700,161577200,227,180,278,2000,270,114100,421640000,421640000,151326596,0,0,0,0,0
765,TOBA,TBS Energi Utama Tbk.,--M-1105000000A121------------,545,0,09 Jan 2023,0,580,530,535,-10,5502500,2994538000,1074,112.9,535,184700,530,101500,8068271058,8068271058,1123103331,814800,757300,0,0,0
766,TOOL,Rohartindo Nusantara Luas Tbk.,--U-2130000000E743------------,73,0,09 Jan 2023,0,75,71,72,-1,2246700,162038100,236,56.7,73,132300,72,2260200,2050000000,410000000,410000000,0,0,0,0,0
767,TOPS,Totalindo Eka Persada Tbk.,--U-1135000000J211M----------X,50,0,09 Jan 2023,0,50,50,50,0,100,5000,1,80.5,50,204385600,0,0,33330000000,33330000000,12895377000,0,0,0,0,0
768,TOTL,Total Bangun Persada Tbk.,--M-1135000000J211------------,304,0,09 Jan 2023,0,306,302,304,0,453000,138268800,99,109.3,306,124500,304,402500,3410000000,3410000000,1048234000,0,0,0,0,0
769,TOTO,Surya Toto Indonesia Tbk.,--U-2135000000C121------------,264,0,09 Jan 2023,0,266,258,264,0,215500,56951200,99,856.4,266,79800,264,54700,10320000000,10320000000,1473696000,0,0,0,0,0
770,TOWR,Sarana Menara Nusantara Tbk.,--MO1U47CB8000J321------------,1155,1155,09 Jan 2023,1160,1170,1130,1155,0,39463100,45275177500,2692,5501.8,1155,6200,1145,46900,51014625000,51014625000,21395533725,20278200,8992500,299,341905,9
771,TOYS,Sunindo Adipersada Tbk.,--U-2130000000E321------------,68,0,09 Jan 2023,0,69,66,67,-1,4687700,315258800,358,19.1,68,669900,67,202000,1435000712,1435000712,540995268,65900,152400,0,0,0
772,TPIA,Chandra Asri Petrochemical Tbk.,--MO2S34F04000B111------------,2340,2340,09 Jan 2023,2340,2350,2320,2350,10,10161900,23760119000,1162,2391.4,2350,15700,2340,4300,86511545092,86511545092,12890220219,134800,298200,110,255460,2
773,TPMA,Trans Power Marine Tbk.,--M-2135000000A122------------,456,0,09 Jan 2023,0,458,450,450,-6,4558100,2054969800,304,195.7,452,198900,450,1759000,2633300000,2633300000,932188200,144600,299200,0,0,0
774,TRAM,Trada Alam Minera Tbk.,--U-2105000000A121---L---Y---X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,41.3,0,0,0,0,49643627934,49643627934,24782099065,0,0,0,0,0
775,TRGU,Cerestar Indonesia Tbk.,--U-2105000000D222------------,220,0,09 Jan 2023,0,224,216,220,0,1932800,425297600,139,104.8,220,239000,216,368700,7945412700,7945412700,1500093918,3100,77500,0,0,0
776,TRIL,Triwira Insanlestari Tbk.,--U-2100000000C211---L---Y---X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,12.5,0,0,0,0,1200000000,1200000000,336360000,0,0,0,0,0
777,TRIM,Trimegah Sekuritas Indonesia Tbk.,--M-1105000000G312------------,218,0,09 Jan 2023,0,220,212,212,-6,1133500,242218000,233,213.6,212,372900,210,272900,7109300000,7109300000,3627164860,4000,0,0,0,0
778,TRIN,Perintis Triniti Properti Tbk.,XRU-2105000000H111------------,288,0,09 Jan 2023,0,290,278,284,-4,12722100,3633542200,3114,142,284,103800,282,1900,4404538480,4404538480,539783217,27700,54200,0,0,0
779,TRIO,Trikomsel Oke Tbk.,--U-2105000000E742-E---------X,426,0,09 Jan 2023,0,0,0,426,0,0,0,0,189.1,0,0,0,0,26007494645,26007494645,1570852677,0,0,0,0,0
780,TRIS,Trisula International Tbk.,--M-2130000000E411------------,228,0,09 Jan 2023,0,236,222,224,-4,4563700,1041737800,1751,74.7,226,8400,224,458100,3141443831,3141443831,336134490,49400,122100,0,0,0
781,TRJA,Transkon Jaya Tbk.,--M-1100000000K132------------,232,0,09 Jan 2023,0,236,232,236,4,177300,41252400,46,94.4,236,604600,232,181200,1510200000,1510200000,447925320,0,0,0,0,0
782,TRST,Trias Sentosa Tbk.,--U-1135000000B131------------,715,0,09 Jan 2023,0,0,0,715,0,0,0,0,426.5,715,100,705,21300,2808000000,2808000000,931975200,0,0,0,0,0
783,TRUE,Triniti Dinamik Tbk.,--U-2100000000H111------------,50,0,09 Jan 2023,0,50,50,50,0,55300,2765000,24,50,50,7254600,0,0,7570891720,7570891720,1514935433,0,0,0,0,0
784,TRUK,Guna Timur Raya Tbk.,--U-2130000000K211------------,96,0,09 Jan 2023,0,98,94,95,-1,2615100,249344400,401,41.3,95,249100,94,154000,435000000,435000000,149944500,0,0,0,0,0
785,TRUS,Trust Finance Indonesia Tbk,--U-2100000000G211------------,426,0,09 Jan 2023,0,414,400,400,-26,1000,403200,6,470.6,400,300,0,0,800000000,800000000,165760000,0,0,0,0,0
786,TSPC,Tempo Scan Pacific Tbk.,--M-1175000000F211------------,1400,0,09 Jan 2023,0,1400,1375,1395,-5,727100,1010149000,174,248.9,1395,494400,1385,9900,4509864300,4509864300,718872369,148100,0,0,0,0
787,TUGU,Asuransi Tugu Pratama Indonesia Tbk.,--M-1105000000G412------------,1535,0,09 Jan 2023,0,1590,1520,1565,30,1773700,2761169000,647,40.6,1565,31400,1560,17400,1777787800,1777787800,361246481,0,344300,0,0,0
788,TURI,Tunas Ridean Tbk.,--U-1135000000E745-----------X,1560,0,09 Jan 2023,0,0,0,1560,0,0,0,0,3466.7,0,0,0,0,5580000000,5580000000,558000,0,0,0,0,0
789,UANG,Pakuan Tbk.,--U-2100000000E512------------,865,0,09 Jan 2023,0,995,830,990,125,175800,155296500,130,792,990,52500,890,2000,1210000000,1210000000,273581000,0,0,0,0,0
790,UCID,Uni-Charm Indonesia Tbk.,--U-1135000000D421------------,1120,0,09 Jan 2023,0,1125,1115,1120,0,99600,111744500,61,74.7,1120,7300,1115,2900,4156572300,4156572300,818013429,17500,39800,0,0,0
791,UFOE,Damai Sejahtera Abadi Tbk.,--U-2135000000E742------------,206,0,09 Jan 2023,0,212,202,202,-4,12967900,2701061600,1062,200,202,38000,200,527300,2287500000,2287500000,274500000,88600,3638200,0,0,0
792,ULTJ,"Ultra Jaya Milk Industry & Trading Company, Tbk.",--M-113C000000D221------------,1440,0,09 Jan 2023,0,1460,1420,1440,0,515800,743981500,235,2792,1460,32300,1440,52300,11553528000,11553528000,1422239297,0,100,7649,13003300,1
793,UNIC,Unggul Indah Cahaya Tbk.,--U-1135000000B111------------,9925,0,09 Jan 2023,0,10100,10075,10075,150,200,2017500,2,373.1,9975,100,9725,200,383331363,383331363,132862650,0,0,0,0,0
794,UNIQ,Ulima Nitra Tbk.,--U-1130000000A132------------,63,0,09 Jan 2023,0,64,61,62,-1,1221200,75529900,232,52.5,62,56400,61,403800,3138983000,3138983000,626541007,0,0,0,0,0
795,UNIT,Nusantara Inti Corpora Tbk,--U-2100000000E413---L---Y---X,316,0,09 Jan 2023,0,0,0,316,0,0,0,0,7.8,0,0,0,0,75422200,75422200,53248073,0,0,0,0,0
796,UNSP,Bakrie Sumatera Plantations Tbk.,--U-2100000000D232-E---------X,134,0,09 Jan 2023,0,134,125,125,-9,407000,51176200,57,5.9,126,3800,125,895500,2500162344,2500162344,1347837520,0,0,0,0,0
797,UNTR,United Tractors Tbk.,--MO1XNGQGS000C141------------,24975,25000,09 Jan 2023,25150,25200,24275,24700,-275,4614600,113463595000,5143,29404.8,24700,50100,24650,1300,3730135136,3730135136,1409991081,1962900,2401000,306286,7713886525,10
798,UNVR,Unilever Indonesia Tbk.,--MO1XS3QD6000D421------------,4760,4760,09 Jan 2023,4770,4770,4690,4760,0,7933400,37507689000,3882,121863.8,4760,1307700,4740,4000,38150000000,38150000000,5512675000,3397400,4990600,2867036,13552483254,11
799,URBN,Urban Jakarta Propertindo Tbk.,--U-2130000000H111------------,157,0,09 Jan 2023,0,157,147,147,-10,501600,74246900,137,12.3,151,1700,147,10000,3232122640,3232122640,388501141,0,0,0,0,0
800,UVCR,Trimegah Karya Pratama Tbk.,--U-3000000000I111------------,118,0,09 Jan 2023,0,123,108,118,0,1597200,181137000,207,118,118,58400,114,5300,2000105036,2000105036,0,0,0,0,0,0
801,VICI,Victoria Care Indonesia Tbk.,--M-1135000000D421------------,488,0,09 Jan 2023,0,488,466,468,-20,613700,291228200,234,468,468,6900,466,30200,6708000000,6708000000,1006200000,117400,5400,0,0,0
